ID,Text
C209_16,老爹老媽年紀大，但我沒有辦法常常回去探望你們，姐姐在照顧照顧你們，我也很放心，等我過年時回去跟大家一起吃團圓飯吧
T619_13,面臨來自丈夫家庭的壓力，特別是在婆媳關係方面，被視為外來者遭受歧視。也難以融入當地社會，長期下來會引發生活及情感上的孤立
T610_13,過去兩個月（十月、十一月）幾乎每天都下雨，幾乎每天都下，去上課的路程比較不方便，造成生病和感冒。在台灣已經滿一年了，幾乎每兩到三個月就會感冒一次。不過還好，在台灣看醫生很方便，不需要等太久時間。
C284_16,哥哥，最近過得怎麼樣？工作還順利嗎？有沒有好好照顧自己？其實很久沒一起吃飯或聊天了，有機會我們找個時間聚一聚吧！
V333_16,可以幫助新移民過更好的生活，改善她們的生活，孩子的教育，大家都有錢賺，人每天工作8小時錢不夠用，我們很努力工作但是工資還不夠生活，
C89_13,這2個月來，我的心情還算可以，工作吃飯睡覺，日子就ㄧ天又一天地過了，生活平凡穩定，最大的希望就是孩子成家立業，生個小娃娃給我抱抱，那真是幸福！
C197_13,好多年沒有回家去了，好多親戚長輩一個個死掉了，但是有小孩老公工作也忙碌，一起回去也是要很多錢錢呀.....尤其過新年特別想回家...
C191_16,"這肯定是我的先生，是他讓我身在異鄉卻有家的感覺。
每當我看到家裡每個人的身影，聽到孩子的笑聲，感受到先生的支持。
經過上次生日的特別體驗，我就忍不住感謝老天，讓我擁有這個溫馨的家，這份陪伴和愛，讓我覺得自己是世界上最幸運的人。"
C139_16,老公，謝謝這些年來對我的照顧，想起以前要來台灣時還很擔心遇到不好的人，沒想到我的運氣這麽好，遇見了你，公公、婆婆也對我很好，我真的是太幸運了，我會好好珍惜的。
I559_16,想跟我鄰居說，我鄰居很友善，當初知道我是印尼來的，會主動帶我認識其他鄰居，也會幫我家收郵件，人很好。
M647_13,在台灣的傳統節日和習俗與馬來西亞不同，傳統家庭注重婆媳關係，家庭成員間有不同的文化期待，常常在生活上帶來壓力。
C294_13,這兩個月，快樂並非來自大風大浪，而是來自每一個日常的點滴。每一個微笑，每一段對話，每一次牽手，這些平凡卻無比珍貴的瞬間，讓我的生活充滿了無限的溫暖和感動。感謝這些快樂的片段，它們讓我深刻感受到，最美好的事情，往往是最簡單的。
P584_13,這兩個月來，我的壓力有點大，無法做好自己的工作。工作壓力很大，我無法正確完成工作。
C44_16,謝謝你。如果還有機會合作；會全力以赴。失去是一件痛苦的事，我無法預料需要這麼長的時間還無法癒合。如靈魂缺了部份；生命中的快樂因子也丟失了。生活日常依舊。
P588_13,有時候工作會跟不上其他人，還在學習。 師傅有問會比較不喜歡教你，自己要去網路學習， 網路很多人都放教學很好，網路教學都說的很清楚，可以上網問，不會可以問人很好
C69_13,有時候，累是因為我們自己造成的。我們總是忙碌著、奔波著，為了生活而不斷努力著。我們為了事業、家庭、理想而不斷付出，卻常常忽略了自己的身心健康。我們不斷地壓抑自己的情緒，不願意表達自己的感受，讓自己不斷地承受著壓力和疲憊。
C177_13,來台灣這麼久，有穩定的工作、也有穩定的生活，我這幾年要再多賺點錢，希望再過幾年，可以退休回老家，好好的陪陪爸爸媽媽
MM651_13,在最近兩個月內，我的心情算還不錯。已經是年底了，過去的一年來工作及身體方面算平平順順的過了，希望新的一年也是。
T614_13,這是很好的專案及研究，可以了解新住民們，新住民是弱勢族群，政府沒那麼妥善的照顧，希望這專案能幫助到新住民長長久久。
V329_16,我想告訴老公，新的工作多少會有些困難，不太順利，但我們不用急，慢慢來，一切都會穩定下來。保持健康很重要，我們一家人永遠在一起。
C318_16,感謝老闆的支持和信任，您不僅給予我工作的機會，還時常在關鍵時刻給我指導和鼓勵，激勵我不斷進步。衷心感謝您的幫助，願未來繼續與您攜手共進。
C230_13,最近兩岸情勢動盪不安，台灣內部也是紛爭不斷、會擔心政局，不確定感增加，不曉得以後變化如何，擔心會發生戰爭
C321_16,想念自己的父母、兄弟姐妹及朋友，特別是在傳統節日時，思鄉情緒更加強烈，育兒方式可能與中國有所差異，在教育孩子方面與丈夫或家人產生分歧。
C147_13,生活的開支越來越大，對未來難免會擔憂，新住民在社會本就是弱勢，要生存比別人要更努力再來就是小孩的教育，為了生活夫妻兩人要花更多時間在工作上，能夠陪伴小孩的時間真的不多，目前又是青春期的孩子擔憂變壞，希望政府在新住民子女教育上有更多福利以上是個人的想法
C252_16,先觀察，尋找別人的優點，體察別人的需要，把別人放在心上，日常的閒聊...家常之類.......................
C137_16,我想跟爸爸說，謝謝您拉拔我長大，並支持我來台灣的決定，我非常適應台灣生活，也過得很開心，希望您的生活也一切都好。
C78_13,在台灣也很久了，還可以接受，也多多少少習慣了，做點小生意，生活過得去，家庭也可以，雖然覺得大家有時候眼光還是不同，但好像有慢慢變好
C190_16,爸爸，最近過得還好嗎？工作或生活上有沒有什麼讓你煩惱的事情？我想跟你說，雖然平時可能沒表達得那麼明顯，但我真的很感謝你這麼多年來的付出和支持。很多時候你的話對我來說是指引，也讓我在遇到困難時有勇氣去面對。希望你也能多照顧自己，身體健康最重要。如果有什麼心事，記得告訴我，我也希望能為你分擔。
M620_16,"""現實殘酷的生活，講到錢財就會翻臉不認人，借錢過生活的日子很難熬。但願生活獲得改善，不必再伸手要錢。祈願臺灣無災難，人心性和。"
C47_16,我會跟最好的朋友說，希望我們有機會再見面，希望她可以過得開心順利，希望我之後可以順利找到合適的工作。
I572_16,想跟兒子說，你雖然調皮，但是也很貼心，跟妹妹的感情也很好，很照顧妹妹，有時候媽媽出門工作的時候就需要你幫忙照顧妹妹，你很幫媽媽減輕生活上的負擔。
C61_13,"最近兩個月，我的心情起伏比較大，有時候感到開心，有時候又覺得壓力很大。面對生活和工作的挑戰，我常常會感到疲憊，但也努力讓自己保持正面的心態。雖然遇到一些困難，但家人和朋友的支持讓我覺得很溫暖，也讓我有力量去克服問題。希望未來能繼續保持樂觀，讓自己的生活變得更好。
"
V407_16,我想跟我的媽媽說我愛你，雖然離開家鄉好遙遠，每天視訊看聊天，還是會天天的思念自己的家鄉，自己的好朋友
C231_16,如果要跟某個人說話，我會對自己說：「最近的努力和堅持值得肯定，但也別忘了好好照顧身心健康。無論遇到什麼困難，都要相信自己可以克服，未來會越來越好。記得給自己多一點耐心和信心，繼續前進。」
C321_13,嫁來台灣台讓我感到陌生，特別是在與長輩或地方人士溝通時，家務照顧孩子與家人相處的方式，想進入職場幫助家庭分擔經濟壓力，但因為身份背景或語言差異感到無奈。
C247_16,媽媽，我知道你是為了我們的好，但有時候我感覺自己被過多干涉了。我希望我們能夠互相理解，尊重彼此的空間和想法，這樣我會覺得更輕鬆，也能更好地照顧家庭。
C312_16,羨慕別人得到的，不如珍惜自己擁有的。光終究會灑在你身上，你也將會燦爛一場。願一切美好都如期而至，喜歡的都擁有、失去的都釋懷。
I549_16,政府要多想想我們孩子在學校學習母語的權益，政府多想想，多想想，不要讓孩子沒機會，我們印尼語學習也是很重要的事
V414_16,老公不要常常喝那麼多酒，我其實很心疼，我不會喝酒，看不懂怎麼都要喝，一個籃子那麼多。台灣人很熱情，雖然老公很開心
V417_13,第一次來台灣，人生地不熟，但有愛我的家人，努力學會中文，能方便交談，他們都很愛我，很珍惜這份感情，謝謝我的丈夫
V439_16,如果我要跟姑姑說話，我會說：謝謝您在生活中扮演溫暖而關懷的角色，像朋友一樣傾聽，像親人一樣支持。希望您一直健康快樂，
I516_13,心情很好，但是非常忙，女兒要讀國中，有時候有一點擔心女兒在國中的校園重新適應性的環境會不會有壓力，但我相信她可以慢慢適應
V363_16,我想和我的爸爸媽媽說，我很謝謝你們把我生下來，然後也謝謝你們讓我嫁來台灣，我很喜歡現在的生活，真的謝謝你們
V332_13,生活充實，每天為了生活而努力，這幾個月以來每天都過的很忙碌，如教書，參加學校的運動會，參加新住民關懷協會舉辦的會員大會及政府單位邀約的表演活動
C151_16,希望我家的寶貝能夠快樂學習快樂成長，每天進步一點點，認真學習鋼琴和烏克麗麗，讓自己每一天都有收穫，開心的過好每一天。
M649_16,我會選擇跟我的朋友說，她是我女兒同班同學的媽媽，談關於孩子的事情或參與活動。
C19_16,老爸，一定要有信心，好好養身體，一定會好起來的，我們會陪著你一起努力，一起鍛鍊，一直到你完全康復，不用擔心費用也不要擔心沒人照顧，無論如何，我們都會陪著你
C139_13,我的心情很平靜，因為我知道平淡其實是種幸福，穩定的工作、生活是多麼美好的事，希望下半輩子也能這樣十年如一日平平淡淡的下去。
C227_13,最近兩個月，心情有起有落，忙碌中帶著些許疲憊，但也因完成目標感到成就感。偶爾感到壓力，但和家人朋友的互動讓我感到溫暖與支持，整體是穩定而充實的。
C127_13,身為一個大學生，最近在準備期末考，雖然有一些壓力，但還在可以承受的範圍之內。加上天氣轉涼，北部經常陰天，比較容易emo。
M624_13,雖然溝通上沒有什麼問題，但是總覺得在這裡還是外人的感覺，有時候會很鬱悶，覺得自己放棄了在母國的工作在這邊長住是對的選擇嗎？我適合在這裡嗎？因為是自僱人士自己接案子，沒有在這裡有一份「正式」的工作，除了健保，很多事情都很不方便
T615_16,板橋泰國姐姐要幫幫我喔，我很無聊，我沒有工作，我身體不好，泰國姐姐正在幫我辦理台灣身分證，謝謝泰國，我在泰國沒有親人了，我選擇留下了，永遠要住在台灣
C250_16,親愛的女兒你是我生命中最寶貴的禮物，無論你走到哪裡，媽媽永遠支持你愛你，記得保持善良，堅強勇敢追尋夢想，無論遇到什麼挑戰，我都在你身邊
MM650_13,過著日常生活，眼看著滿街跑的送餐年輕人，為生活奔波，高漲的物價，如鼠在籠中跑..年輕人……未來的希望在？？
C307_13,很開心融入台灣生活，很適應，但也是會想念母國，有空會安排回國看看家人親戚們，台灣比較溫暖，空氣也稍微比較好，環境蠻友善的，很喜歡
C175_13,"""一個人看海語錄：一個人看海，海比你溫柔；陪你看海的人，比海温柔。
沈澱心情語錄：「人往往遠比自己想像的強悍，尤其是當你回頭望的時候，你會發現自己走在一段遙遠又壯闊的旅途。」
快樂心情語錄：「不要讓昨天的悲傷牽扯到今天的幸福，我們可以笑的很燦爛的。」"""
V501_16,媽媽一個人在家鄉生活一定很孤單，我在台灣過得很好，每天都努力工作過生活，你不要擔心我，好好照顧自己，我會找時間回去看你。
I564_16,謝謝朋友對我的照顧和幫忙，大家互相合作，是非常高興，很高興認識大家，我想對你們說，你們是最棒的朋友，以後也請多多照顧，大家繼續互相扶持，大家一起加油。
P590_16,住在同一個地方同鄉的大哥，你人很好都帶我去好玩的，介紹工作，還教我煮，謝謝你照顧。謝謝對我們都很好，認識你很好，謝謝你
C243_13,最近心情很好，生活中有許多小幸運，讓我感到滿足和快樂。工作順利，身邊有家人和朋友的支持，讓我更加堅定前行的信心。
V390_13,臺南是個好地方，好多好吃，好多人熱心的台灣人會帶我去，不認識可以問他們，好多外國人會到台灣，喜歡到台南，說要吃很好吃的東西
V386_16,某某小姐，妳可以幫忙我查一下資料嗎？前幾天去看先生，他告訴我不要擔心，事情會解決的，但是我還是很擔心，平常一個人在家覺得很孤單。
C117_13,在台灣薪資實在太低，租房住宿扣掉之後存不到什麼錢，只能一日一日這樣過，但是生活空間比香港大很多，至少心理層面是比較開闊
V395_16,很感謝來到新環境，有同鄉人的互助幫忙。也謝謝台灣人給予的溫暖，讓我們深深感到自己不是個離家在外孤單的人
V430_16,想到前陣子有回去越南，因為爸爸過世2週年，過世時，疫情期間，來不及回去就火化了，覺得心裡有遺憾，希望爸爸不要怪我，也希望他脫離病痛了
C179_16,老公我跟你的緣份不知道是不是上輩子修來的，認識你是一件不錯的事情，你也對我蠻好的，工作很認真，很努力的在養家，是新好男人
M627_16,親愛的老公：謝謝你身體健康，每天都照顧我們家。這段時間，我看到我自己的成長和進步，也更認識自己原來這樣的生活比較適合我。我希望你也可以成為更好的自己。雖然你一直很希望我成為臺灣人，但是我真的很喜歡「新住民」這個身分，我可以認識好多朋友和課程，帶著女兒到處參加活動，我很開心。希望有一天你可以接受這樣的我。也希望我可以不再因為是「因為沒身分」，很多工作不能做或被別人排擠。
T617_13,剛剛早上跟家人去公園散步半小時左右心情就變好了，原來心情好可以那麼簡單，也許人只要不要一直悶在家裡心情就會好一些吧。就算很煩惱未來的事情也可以單純去散步看綠樹轉移注意力就會好多了
V441_13,心情充滿鬥志，無論路有多難都能走下去，希望能快點重拾信心，讓我相信努力一定會有回報，未來充滿可能性，努力會有結果
V346_13,生活中很多新住民在台灣，許多台灣人瞧不起欺負，還沒有公平對待，我知道哪裡都有好人壞人，有問題就針對問題就好為什麼都針對人呢？我們又沒有做錯事，我常常遇到沒水準的台灣人，叫我滾回越南在台灣幹嘛.這什麼教養？
C48_16,不知道耶，沒有什麼想說的對象，抱歉沒辦法回答這題，一時之間想不到，如果真的想說那就感謝宇宙讓我還能活到現在
V352_16,我感謝我的父母，即使在貧困的環境中養育了我。我來到台灣後，得到了這裡老師們的幫助，讓我學到了很多，也讓我懂得如何將這份愛傳遞給社區，讓更多人感受到溫暖與關懷。
C6_13,疫情這幾年錢很難賺，對這個世界充滿絕望，所有的支出都要我來承擔，自我感覺有點快扛不住的感覺，所以之後回到故鄉。
V485_16,她總是耐心地聆聽我，並給我許多寶貴的建議。她的關懷和支持讓我感到無比的溫暖，無論發生什麼事，菇婆總是我的依靠與力量。感謝她的陪伴，她是我生命中最珍貴的人之一。
C13_13,"生活工作奔波身心勞累，孩子教育等經濟壓力大。有時還得應對職場的文化差異等，有些力不從心。好在有新住民相關的協會，讓我們可以出來跟姐妹們聚聚聊聊，了解一些新的資訊。提升自己，以便能更好的融入台灣生活，更好地教育台灣的下一代。
目前還需要增長自己的身心以及專業技能！"
V341_16,"和我大兒子說：兒子，不論你要作什麼請你告訴我，別這樣子一直躺在房間，不去上課也不幹嘛,媽媽很擔心你.
若你不想上學了也可以提早出來工作...
什麼都可以，就別一直躺在房間"
C16_13,希望大家能夠平等對待任何一個地方來的新住民，千萬不可以大小眼，新住民團體應該有效的協助需要關心的新住民，例如介紹工作，讓他們有更多的工作機會
C33_13,"雖然生活不易，但努力的活著。
雖然生活平凡，但總會找到亮點。
在不易平凡的日子裡過著自己想要的生活，感恩昨天努力的自己。"
P594_13,相較於菲律賓，台灣依然非常美麗。
C276_16,從香港嫁來這裡，人生地不熟，但老公時時刻刻都很貼心很為我著想，讓我變的不再害怕，也帶這我慢慢認識這片土地，讓我喜歡這裡
V464_13,儘管台灣的生活方式和許多其他國家相似，但對於來自不同文化背景的人來說，還是會面臨一定的文化衝擊。例如語言、飲食、社交習慣以及價值觀等方面的差異，對我們來說是一大挑戰
C20_13,嫁的老公嫁不好，整天要跟我拿錢去賭博，台灣男人真的很爛，忍受他10年終於決定離婚要靠自己，如果人生可以重來，我絕對不嫁台灣
C180_13,自我感覺良好 ，近期有在認真看書籍 ，培養興趣愛好 ，認真照顧孩子， 很多方面都朝著好的一面前進 ，感覺很充實，沒有什麼大的煩惱，生活很美好
M621_16,我會對自已說，加油，因為我有自已的期望，希望日子越來越好，我給自已一個新的挑戰，可以開創美好的未來，我鼓勵自已勇敢踏出去
V349_13,我的話工作壓力比較大，然後回家裡照顧小孩子上班是有點忙，有時候感覺自己氣喘不過來，每天都一樣的工作，上班下班回家顧小孩子，休息的話就買菜煮飯打掃家裡，每天過這樣的生活，我是單親家庭所以什麼都自己來。
I503_13,我這兩個月心情算不錯，雖然偶爾覺得自己很無法太直接表達自己看到或聽到的事，告知當事人。在與家人溝通，幾乎都是家庭一般生活話題，偶爾家裡來客也大多數是熟悉的人。
C137_13,最近跟自己的好姐妹一起，逛了很多想去的店，跟吃了很多想吃卻沒吃的店家，非常開心，台灣的生活非常多姿多彩。
C74_13,我的心情很不好，上半年出車禍，到現在做了2次手術了，現在還在康復中，一到五都要去做復健，壓力很大，快一年沒工作了
V322_13,最近我的心情、精神都很好，感覺生活每天都上軌道，每天充滿期待和開心。努力做自己想做的事，能追求、享受生活每一天。
C12_13,"這兩個月我的心情很不错,每天和男朋友小孩在一起,生活很充實,雖然每天早上起床送小孩完去上班,整天下來很累,不過回到了家就好了"
C314_13,天氣好冷，想吃麻辣乾鍋，和家鄉美食，天氣冷吃辣的最好吃了，但台灣的口味都跟中國不一樣，味道還是有差，想念家鄉味
C246_16,謝謝主管的指導與支持，讓我在工作中不斷成長與進步。感謝您在工作中的耐心與鼓勵，您對我的幫助和信任，我會繼續努力，為團隊貢獻更多，回報您的栽培與厚愛。
C105_16,非常感謝父母親，移民到台灣台灣的生活非常的能夠適應有很多美食旅遊，地點可以盡情地旅遊，台灣的人情味非常濃厚認識非常多新好友
C141_13,到新環境的交不到朋友，每天生活都很無聊，很孤單吃東西也很不習慣，天氣又潮濕，想一想還是中國比較好，氣候也比較舒服
T603_16,想要跟先生商量-有關安親班的事情-怎麽挑選安親班對自己和小孩都比較好.小孩開心的上課·.家長安心的上班
C217_16,老公，最近我的心情特別好，因為有你在身邊支持我，真的很感謝你。這一切的好運也因為你一直的鼓勵，希望以前可以順利進行
C8_16,在家裡喜歡和先生聊聊天，快樂和不快樂都可以隨心所欲的說出來，他也會給予我回應.大家有共同的話題，每天都會聊ㄧ會才入睡.也可以是發洩的對象，哈
C79_16,婆婆為我煮的中國料理總是讓人感動，每一道菜都充滿了她的心思和愛心。那份家常的味道，讓我彷彿回到了家中，感受到濃濃的溫暖和關懷。每一口都讓我倍感珍惜。
C80_16,跟老闆說話！希望你可以多多體諒、信任員工，不要老是朝令夕改，這樣不只降低同事們的工作效率，還降低了團體士氣了，好嗎
V392_16,老公真的非常感謝您，對家庭的照顧與愛護，生活上對我有許多的包容，真的非常感謝。讓身處異鄉的我，心裡有非常強大的依靠，有滿滿的安全感
MM652_16,跟家人孫子們、朋友們、同事們談一些生活起居動態，還有最近物價上漲了太多，到菜市買東西不敢多買，收入來源跟不上物價上漲
C143_16,跟娘家的媽媽說，二婚不可恥也不丟臉，可恥的是你要彌補和前夫所生的孩子，要我葬送自己的權利，甚至拿錢出來，我懷孕沒工作拿得出什麼？
I527_13,有時我會感到不安，因為老了沒有養老的保障，怕老了身體狀況不好無法工作了。
C100_16,喜歡和女兒聊天，因為有什麼問題我們都會一起協商，有時候還會請她當我的助教，我們感情很好，所以我們的話題很多
C82_13,台灣人對運動賽事充滿熱情，無論是棒球、籃球還是足球等，觀賽氛圍熱烈。每逢重大比賽，球迷會聚集一起，支持本地隊伍或國際賽事，展現出強烈的集體榮譽感與凝聚力，成為社會文化的重要一環。
C160_13,最近跟著小孩一直生病.感冒....覺得累又無力，想到快過年了又有點想回去看看走走！但是前陣子回去過了，就不回去了吧？...
V332_16,談心情，聊家事及孩子的生活方式，現在的孩子不像我們這年代那麼乖巧懂事，而現在的孩子太有自己的想法與獨立個性，往往抓不住他們的心情，常常為了一點小事而爭吵不休。
T606_13,我習慣台灣的生活，有機會能住在台灣，我覺得很好。
I528_16,我想和我媽媽說話，但不幸的是她已經去世了，我想向她道歉，因為在她活著的時候我沒能讓她開心，自從露露上學以來我一直忙於工作，結婚後也一樣，我很少花時間和她說話，我真的很遺憾我從來沒有花時間帶她去旅行，直到我媽媽去世我都沒有在她身邊。這是我一生的深深遺憾。
V463_13,覺得平靜與滿足，最近生活進入佳境，工作進展順利，與家人朋友相處融洽，有家人的支持或朋友的陪伴，會感到幸福和感恩。
C254_13,最近工作順利，所有計劃都按部就班，也有人跟同事的合作默契，業績成績不斷提升，讓我感到成就感十足，每一天都充滿動力
I513_16,與印尼的姐姐打電話與她交談並分享我的故事
V396_16,孩子啊孩子，你總是要我別太擔心你，但做媽媽的怎可能不擔心你呢？你開心媽媽才會開心，你快樂我也才會快樂啊，所以我們要一起努力一起加油啊。
C181_16,希望老公能給我多一點空間出去認識別人，交交朋友跟別人交流，如果遇到同鄉也可以分享以前吃過的菜，回家可以煮給大家吃
V434_13,這二個月過的充實且有點忙，在外接觸不同的人，感受人情的溫暖，使自己對新生活充滿色彩，心情也比較開朗比較不會胡思亂想
T603_13,煩惱小孩升小一 .上安親班的事情.比較近的安親班費用很高.擔心自己吃不消.不上安親班那的話擔心小孩課業跟不上
C133_13,看到台灣向美國採購軍火的新聞，讓我很擔心未來兩岸的局勢，我不想看到台灣和母國之間的戰爭。家裏孩子是男孩，讓我很擔心未來孩子要去當兵。
V422_13,能感受到對家鄉的深深思念，這樣的情感常常伴隨著一份溫暖又帶有一點淡淡的惆悵。思念家鄉，尤其那份情感會特別強烈。可能是對熟悉的街道、家人、朋友，或是那些簡單的日常和文化的懷念。
V383_13,想念在越南的家人，經濟壓力只能久久回去一次。父親大人、母親大人，您們都要好好照顧自己，好好保重自己的身體，等經濟能力改善，再接你們過來台灣生活
I504_13,很平靜，好像風吹在身上飄一飄，感覺舒服，沒壓力，身邊家人及朋友們互相照顧以及分享，沒感覺到孤單。生活滿有力量，往下走向未來會越來越好，活到老學到老，以這目標為主們。
C10_16,"""媽媽母親節快到了祝福媽媽母親節快樂！
女兒已經六七年沒回去看媽媽了,女兒不孝,不能陪在老人家身旁,好想回到媽媽身邊,為媽媽煮上一鍋飯,一鍋湯,和媽媽吃一頓飯,為媽媽捶捶背聊聊家常"""
I552_13,目前我們家每天生活都過的還可以，也快樂，目前沒有遇到什麼很大的問題，只希望明年可以賺跟多錢，可以完成小孩讀書的夢想
V475_13,"帶著愉快的心情，做一些讓我感到更快樂的事情，比如運動、看電影、或品嚐美食,覺得只要積極面對生活,生活變的輕鬆自在"
C256_13,最近兩個月，每天都有小驚喜。比如某天逛街時撿到了限量打折的心儀鞋子，還有一次跟朋友玩遊戲大獲全勝，笑得差點喘不過氣！就連上班都因為同事的幽默氛圍變得輕鬆有趣。這樣的日子，真是越過越覺得有意思！
C80_13,覺得自己最近心情還不錯！感到健康平安就是福！希望世界和平、正面能量滿滿！災害、疫情不要再來，讓人們可以好好生活下去
C71_13,心情很平靜，已經適應台灣的生活環境，家庭也算幸福美滿。最大願望就是家人平平安安。小孩長大後成家立業。我也可以脫身常回母國看看娘家親人朋友。
V405_13,台灣這裡大家都很溫暖，給了我很多協助，老公對我很好，小孩很乖巧。很喜歡台灣。不過最近有點太冷，還是家鄉溫度高，一直在感冒，身體受不了。
KH654_16,通常都是聊工作和家人一些事情，沒時間瞎聊休閒事情，工作通常都是喜歡才會接觸，不喜歡讓情緒不好的人和事，一律不談。
C94_16,老婆看到我皮膚乾燥，主動幫我買了保濕乳液並細心地幫我擦拭，讓我感到非常溫暖和感激。她的關心讓我深感幸福，謝謝她總是那麼體貼和細心，讓我在這個冬季倍感舒適。
V450_13,完成了一些目標，心情很充實愉快，內心充滿輕盈與舒適。每一件事都變得更美好，每一步都充滿力量，讓人感到滿足和幸褔
V397_16,平等對待，工作生活環境好不容易很辛苦，所以職場上的同事人與人之間不要雞蛋裡挑骨頭，讓生活好過一點，可以嗎？
V467_16,我的婆婆是一位非常溫暖和善的女性，她的慈愛和耐心讓我感到非常安心。她總是關心我們的生活，給予無私的支持和幫助。每次和她相處，都能感受到她的智慧與包容，讓我在家庭中有了更多的理解與支持。我很感激能有這麼一位慈祥的婆婆。
I574_13,語言不通不僅影響日常溝通，還使我在工作和融入社會上面臨困難，台灣傳統習俗，社交方式以及教育方面很難融入，要較長的時間適應。
V454_13,最近2個月內心平靜，讓人感到舒適與安然。沒有紛亂的思緒，也沒有壓力的束縛，平穩而充滿力量，讓人能坦然面對一切。
V448_13,這二個月心情很平靜，跟認識的人分享想法，讓我感到充實與滿足。希望能貢獻自己的力量給人帶來些許幫助與快樂。
C316_13,最近工作順利，事情進展得比預期還要好。團隊合作默契，遇到的難題也能順利解決，心情也變得輕鬆許多。希望這種狀態能持續下去，讓接下來的工作更加高效和充實。
P595_13,"
台灣人是一個什麼都方便的國家，很適合定居，要可以買房生活在臺灣，臺灣什麼都很好，只是房價好貴，只能租房"
V388_13,在這邊住好幾年了，剛開始來的時候怕會被歧視，而且還會想念自己的家鄉，好在這邊有很多自己的同胞，自己的同鄉也會幫助我融入台灣這個環境，剛開始心情很不穩，現在已經可以很自由了。
C135_16,給我最好的姊妹，感謝他在這段時間常常陪我出去走動、陪我出去買衣服、交朋友，還教我很多跟台灣有關的事情，內心非常非常的感謝他
C238_16,謝謝您為我們做的一切，無論是大事還是小事，您的付出和愛都讓我們深感珍惜。願您永遠健康、快樂，您是我們的驕傲和福氣。
C198_13,作為一名來自香港的妻子，可能會感到自己在台灣的身份認同存在一定的矛盾感，擔心香港與台灣的關係發展可能影響到自己和家人小孩的生活。
C66_16,爸爸。感謝你把我養大照顧我，給我上學無憂。可以賺錢孝順你，要一直買好吃的東西給你，要好好照顧自己不要生病，謝謝爸爸。
C300_13,早晨醒來，第一眼看到的是窗外的陽光，溫暖地灑在床頭，心情瞬間輕盈。和朋友在街角的小咖啡店聊著天，時間仿佛靜止，只剩下我們的笑聲。買了一支最喜歡的冰淇淋，舌尖上的甜蜜，讓所有煩憂都化為泡沫
C222_16,香港的家庭結構可能較為多元，香港人可能需要適應台灣在家庭關係上的一些習慣和期望。但香港人可能仍會感到某些社會與文化上的差異
C32_16,跟一些有正能量的人，了解更多的知識，無論是哪個職業或者年齡，因為行行出狀元呀，只要用心去體會，跟誰都可以學習的，當然更希望幫助一些需要幫助的人。
V336_13,"我最近很高興就是我的生日我的2個孩子給我送上祝福大兒子帶我去餐廳享受美食，小女兒準備驚喜的一個生日蛋糕，也给我送上祝福…
我的人生太幸福了，有2個那麼乖又孝順的孩子!"
V486_13,這二個月工作任務真的很忙，覺得時間都不夠用，但還是想把事情做好，試著學會優先處理重要的任務，適時休息，讓自己保持效率
V461_16,媽，謝謝您一直為家裡操勞，我真的很感激，有時候我沒說出口，但都記在心裡，記得好好休息，別太操心家裡的事，
C29_16,跟母親說吧，大概會說我很好～在台灣很適合我的個性，讓她不要擔心。有機會讓母親過來玩一下，看看我喜歡的地方。
C237_16,您對家庭的付出、對我們的照顧，讓我感受到無比的溫暖。我真的很幸運能夠成為您的一部分，並且學到了很多寶貴的生活智慧。您給我們的愛和教誨，將會伴隨我一生，讓我更懂得珍惜身邊的人與事。
C183_13,台灣工作不好找，澳客很多，好的老闆很少，有的老闆態度很兇對員工很差，所以常常上班心情不好，又沒欠他的，每天在那邊罵什麼東西
I560_13,我的心情不錯喔，每天上班，因為喜歡自己的工作，所以做的很愉快，協助處理勞資爭，可以幫助到外籍移工也是一個很快樂的事，跟家人相處也很愉快。
C3_13,大多平靜，有時看到物價上漲的新聞，想到賺少少的錢，擔心以後孩子的教育費，生活費，保險費等等，心情有一點焦慮
C305_16,同事們和你們一起工作的日子，同事充滿的學習的機會，每一次一起共事都讓我感到收穫滿滿，雖然工作是很忙碌，但是有你們的支持與幫助，一切都變得很順利
V345_16,"大家好我是小玲，我來是越南，我來台灣15年了，我個人覺得台灣人很好相處，我會繼續待在台灣當台灣的人民會ㄧ起跟台灣加油我愛台灣
"
V466_13,在台灣的生活體驗通常是多樣的。雖然會面臨語言、文化、適應等方面的挑戰，但也有很多機會與成長。在逐漸融入台灣社會的過程中，許多人會發現，台灣是一個包容且充滿友善氛圍的地方，提供了豐富的生活經歷。
C266_13,心情如同波浪起伏，有時感到壓力與疲憊，但也因完成任務和克服挑戰而感到滿足與成就感。家人和朋友的支持是最大的安慰，讓我在低潮時找到力量。雖然偶爾會感到迷茫，但透過調整心態與專注當下，我逐漸找回穩定與自信，期待更好的未來。
C19_13,因為家人生病、經濟比較緊張，心情有點低落，但是家人病情已開始好轉，所以心情也漸漸好起來了，等照顧好病人，就要開始來打拼賺錢了，希望會越來越好
V476_16,"婆婆對我好，我真的很珍惜這段關係，
能成為你的家人是我的福氣，希望我們以後能有更多的時間一起相處，我覺得自己特別幸運。"
C228_13,每天忙碌於處理工作和生活中的小事，比如打掃家裡，雖然看似瑣碎，但這些日常的片段讓我感受到一種安穩。特別是在打掃時，心情彷彿也隨著塵埃的清除而變得更加清爽。
