ID,Text,Valence,Arousal
T0196,我認為我應該要做更多與病人溝通的嘗試，協助他做出選擇。,5.875,3.8
T0197,然而儘管同理，醫療端最終還是得尊重隔離室裡，病人的意願。,4.5,3.3
T0198,皆二連三家人重病，不怪她幾近崩潰。,3.0,5.8
T0199,即便病人有200萬存款，先不說這筆錢能夠照護重症的病人多久，兩人尚有一位兄弟，剛剛被診斷出食道癌，卻也是單身沒有人照護，妹妹在無奈之下，只能挪用兄長的200萬去給另一位兄弟使用。,4.125,3.8
T0200,金錢問題也需要考量。,4.75,2.125
T0201,她擔心兄長無依無靠，即便做了氣切，身旁也沒有親人有能力長期進行照護。,3.25,4.75
T0202,事後回憶，我想我或許應該給予點安慰，而不僅僅是站在老師、學長姐後面。,4.125,3.8
T0203,當下我本來應該感受到難過，不過病人妹妹的情緒表達有點震懾住我了，稍稍沖淡了環境中悲傷的氛圍。,3.875,5.875
T0204,她一定承受著莫大的壓力吧。,4.125,5.375
T0205,然而事件中間有所波折，在於病人在某幾天時似乎有表達想氣切的意願，造成病人妹妹一度精神崩潰，我們看著她顫微微地從病室門口走出，無力地蹲下來哭泣，隔天只能坐著輪椅現身。,1.875,6.1
T0206,直到我離站為止，所幸事件進展順利，病人的意願應與家屬相符合，醫護團隊在醫療的選擇與執行上也比較放心。,5.875,1.75
T0207,最後病人拔管，簽署DNR，選擇不再進行插管，拔管後狀況暫時穩定，轉到隔離病房繼續治療。,4.8,3.7
T0208,所幸醫療團隊耐心的反覆溝通，讓醫療行為得以與病人的意願相符。,6.4,3.9
T0209,病人一開始對於氣切是點頭同意的，不過到後來幾天改成拒絕。,4.5,2.25
T0210,以上狀況所導致的結果，便是幾天內多次詢問病人，卻得到不同的答案。,4.625,2.25
T0211,單靠寫字要解釋氣切對病人的意義顯然有點困難（希望他眼睛狀況良好，真的能清楚看到我寫的字），病人對狀況理解到什麼程度實在難說，並且病人只能單方面對問題做是與非的答覆，導致整個對話的走向其實能夠全權由提問者掌控。,4.2,4.2
T0212,但即便如此，有時病人點頭或搖頭的反應也有些模糊或是延遲。,4.625,3.4
T0213,再者病人重聽非常嚴重，傳說是，用大聲公講話他可能可以聽得到，但幾次嘗試下來我不認為病人聽得清楚（不管我說什麼他都點頭），主護學姊對此也有點懷疑。,4.3,3.625
T0214,首先病人插著管，無法說話。,4.0,3.4
T0215,我們在詢問病人意願的過程中則遇到比較多的困難。,4.25,3.25
T0216,只是在醫療團隊一次次的詢問下，情緒一天天逼近失控。,2.75,6.75
T0217,氣切的病患需要長期的照護，而她也有自己的家庭，無法擔任起照護的角色。,4.2,2.875
T0218,不過妹妹不希望病人進行氣切。,4.0,3.9
T0219,然而病人目前能夠成功拔管脫離呼吸器的機率有限，若換成氣切，長期下來反而比較有機會能成功脫離呼吸器。,5.0,3.125
T0220,也因此在這個時機點，團隊開始跟病人家屬討論氣切的問題。,4.5,2.625
T0221,再加上短期內經歷了二次的插管，在脫離呼吸器的訓練上也不是非常順利，氣管內管當然是不可能一直持續使用的，然而是否能夠成功拔管、拔管後又能維持多久，醫師判斷並不樂觀。,3.4,4.6
T0222,再繼續治療幾天後，感染情形又獲得控制，呼吸器條件便開始下調，然而病人的病況比較棘手，除了肺炎、肺結核的問題之外，在這次入院期間做的支氣管鏡，竟發現有疑似癌症的細胞，肺部的狀況並不理想。,3.5,4.375
T0223,在這裡的病程之中，感染一度控制下來而拔管脫離呼吸器，誰知沒隔幾天，再次出現發燒、喘、血氧飽和度下降的狀況，只好重新進行插管上呼吸器。,4.25,3.25
T0224,平常獨居，入院前一切生活可自理，卻在入院隔天，因感染惡化造成ARDS而插管住進加護病房。,3.875,2.875
T0225,而在聽完這樣的一段話之後，我想我也對生死議題及加護病房更加了解了一點。,5.5,3.9
T0226,會有挫折感且該被檢討的部分，應該是我們犯下了不該犯的錯誤而導致病患的狀況變糟糕，但在這件事情之後，我們不應該消沉，而是要去反省要是之後再遇到這樣的病患，我們能不再犯同樣的錯誤更甚有能力做出更好的解決方法嗎，畢竟這是一位病患用生命教導我們的事，我們更應該好好把握，不讓自己再有犯錯的機會。,4.6,4.875
T0227,如果我們可以讓病人不會痛的，家屬也能放心的送走病人，使雙方都可以好好的放下，這也是一種很大的成就感阿。,6.25,4.5
T0228,後來，有位醫師跟我這樣說，你們只是剛進醫院的小孩，會有這種想法也不奇怪，但是我們只要身而為人，就一定會生老病死，這沒有甚麼好挫折感的。,4.625,3.9
T0229,另外，經過了這兩次加護病房的經驗，心中總是一直有個疑問，面對狀況普遍糟糕，狀況隨時都會急遽下降的的病患，究竟是甚麼支撐著醫師們選擇重症專科，在面對無法讓病患康復的狀況時，醫生們難道不會覺得挫折感很大嗎?,4.0,5.375
T0230,後來，進了醫院開始實習後，也有聽到越來越多的醫師表達對這句話的不認同，他們的原因並不是不重視病患，而是認為以這樣的方針照顧病患，會投射出過多的個人情感，容易做出與現行醫療處置有落差的醫囑做決斷時有不必要的考量或是造成自己心中不必要的心理負擔，但我想將病患的健康視為我們的主要目標絕對是醫師的共識，但這個程度的拿捏我想還是因人而異，每位醫師心中都有自己的一把尺，我想這也是我們仍需不斷學習的事情之一。,5.0,4.625
T0231,我想究竟該將病人放到如何的地位，每位醫師應該都有不同的看法，從以前剛進大學時，各種醫界的前輩總是時時刻刻告誡我們必須要「視病猶親」。,5.3,3.125
T0232,這幾句話，就讓我突然感同身受，很害怕未來這天的到來，突然就發現我已經過度的把自己的感情放下去，鼻頭眼淚都快撐不下去，於是趕緊離開現場，到廁所整理一下。,2.75,6.4
T0233,我還記得在那短短聆聽的十幾秒間，有幾句話是這樣說的「我還記得，在我小的時候，你常常跟我說我們要用勇敢，遇到事情不要怕，要是在外面跌到了就回家，媽媽永遠都會在家裡給你支持，現在我只想跟媽媽你說辛苦了，我很慶幸這輩子能夠當你的兒子」,5.4,4.75
T0234,讓我情緒潰堤的地方是，有天婆婆的兒子沒有辦法到醫院，便麻煩其他家屬將自己的錄音帶到婆婆床邊，播放給婆婆聽，我想是婆婆那幾天的狀況也是非常不穩定，很怕自己沒到的那天，婆婆的狀況要是突然惡化，沒有讓婆婆聽到自己的聲音就離開，內心應該會非常過意不去。,3.25,5.6
T0235,而我想也是因為這樣的醫療場境，讓我更能在他們身上投射出自己的立場。,4.875,3.8
T0236,沒有對我們投以任何不理性的舉動或是語氣。,6.0,3.6
T0237,到我們要向他們解釋病情的時候，看見老師不疾不徐地告知目前婆婆的狀況，與病患家屬們一起決定之後還能在位婆婆做什麼事情 ，我發現婆婆的子女們儘管都是醫師，大多數時間都是默默的聽著，沒有因為自己也是醫師，不停提出質疑這些醫療行為的狀況，最後也都會向老師說聲「辛苦你們了，謝謝！」,6.7,4.6
T0238,那天，我還記得在與其他床家屬告知病情時，就瞥見ＯＯ醫師默默的坐在護理站，神情恍惚地望向 12 床，淚水也是不停地在眼匡中打轉，身旁的先生也是以同樣的情緒在安撫大家，頻頻以衛生紙整理止不住的淚水。,3.0,6.1
T0239,但中午的家庭會議時，這樣的想法卻大大的打臉了我對於人類情感的刻板印象，在面對親人離開的過程中，醫生也是活生生的人，我們沒有那麼堅強到可以理性的面對這一切。,4.125,4.1
T0240,我還記得到站的那一天，抵達 15ES 護理站將交班單印下來，快速掃過每位病人狀況時，一行字馬上映入我的眼中「ＯＯ醫師的婆婆」，突然腦海中有無數的想法在那瞬間飛逝而過，設想出非常多中午家庭會議時可能會出現的場面，最後，因為ＯＯ醫師在以前幫我們上課時，總是那樣的知識淵博，態度從容的個人形象，讓我以「同為醫師，應該更能調適及接受病人離開的情緒，以專業的態度去與我們討論，共享病情」,5.0,2.375
T0241,或許，這樣的病患在加護病房的案例中，應該不算罕見，但會讓我情緒撐不住的主因是因為他的兒子及媳婦都是醫師。,3.25,5.8
T0242,那位病人是我們的第 12 床，他是一位念珠菌嚴重感染的婆婆，升壓劑的使用也是從我到站到離站從來沒停過，各種副作用，像是血便，血尿，水腫等等，也是一項都不缺，更讓人惋惜的是這位婆婆有非常多問題是儘管我們做了非常多的檢查或是檢驗也無法解釋或處理的問題，是一位讓我們及家屬都非常頭痛的案例。,3.375,5.875
T0243,在這兩個禮拜的實習過程中，最讓我印象深刻，也是唯一讓我鼻頭一痠，必須先躲去廁所好好整理情緒的病人。,3.4,5.9
T0244,但我想這可能就是人的本質，沒有辦法完全的抽離感情，一陷進去後，就是無奈及悲傷的感覺迎面襲來。,3.375,5.6
T0245,因為我在大五時的自選科，曾經選擇過外傷加護病房實習過，原以為有了在加護病房的實習經驗，在這一次的實習過程中再度看見病人死亡時心中應該不會再有什麼大起大落，也應該更能調適在加護病房實習的心情。,4.875,2.875
T0246,加護病房是一個每天都會有生離死別的地方，我們每天都不斷地送走瀕死的病人，並迎接下一個狀況也不好的病人入院。,4.0,4.125
T0247,保持⼈性和抽離往往難以兩全，當抽離的更多，就會逐漸喪失同理的能⼒，⽽同理的太多，又會造成自己受傷。,4.0,4.3
T0248,種種外在因素的影響下，當然不可能總是理性、客觀、專業又冷靜。,4.625,3.9
T0249,加護病房高壓環境下背負著沈重的情緒勞動，加上會客的時間限制，必須和所有家屬解釋清楚病情的責任，與隨之而來的壓力。,3.75,5.375
T0250,5.其他:醫師也是人，也有情緒，沒有辦法總是客觀而不被情緒所影響。,4.5,5.125
T0251,給予時間冷靜情緒，再次嘗試溝通,6.0,2.375
T0252,4. 你可以怎麼做: 嘗試了解家屬情緒：家屬對於突然的病情惡化毫無預期，在混雜著錯愕、慌亂和悲傷的激動情緒之下，無法理性的思考與討論。,4.25,5.875
T0253,3.你的反應為何: 當下我想要繼續花更多的時間和病⼈家屬說明和溝通，直到他們能夠理解和接受病情。,5.5,2.25
T0254,2.你的感受為何（使用情緒詞彙）:當下我感到憤怒，感到憤怒的原因是我可以感覺到主治醫師當下的妥協，並不是充分溝通達成共識的結果，而是選擇了放棄溝通。,2.7,7.1
T0255,某個時刻，家屬又再次表露積極治療的意願，此時主治醫師突然立場急轉，在我聽來咬牙切齒（但家屬⼤概聽不出來）地向家屬說「好，你放⼼，我們⼀定會救到底」。,4.375,6.5
T0256,醫師終於顯露出不耐煩：「那是因為你看不懂，所以才要由我們來告訴你啊！」,3.5,7.0
T0257,家屬詢問：「可是他的⾎壓、心跳和呼吸看起來都很正常呀。」,5.0,3.8
T0258,縱使主治醫師屢次反覆說明情況後，雙⽅的溝通依然沒有絲毫進展，彼此間關係反而更加緊張。,3.875,4.0
T0259,家屬看起來無法接受，迴避討論放棄治療這件事，並且時不時提出完全離題的治療建議（例如：「還是我們可以試試看氣切？」）。,3.625,3.75
T0260,應該告訴家屬說我們能理解他們的心情，遇到這樣的情況也並非我們願意，我們也曾經試著救治病人，但最後的結果卻令人遺憾，如果需要的話我們也可以安排社工或心理諮詢師等團隊來緩和家屬的情緒，並在後續重新檢討團隊是否再解釋病情時的描述可以更客觀，不讓病患家屬的情緒這麼起伏。,5.75,4.0
T0261,當下若只是一昧辯解這不是我們能控制的狀況，家屬可能會認為我們在推拖責任。,3.7,4.8
T0262,你可以怎麼做：試著了解家屬的情緒單看病人狀況確實有好轉，家屬當然很樂觀，家屬可能以為已經用了後線的抗生素，病人理能應治癒，原本已經做好了心理準備，後來給予希望，但最終卻讓他們失望，治療病人期間，全家全新同入救治病人，承受了各式的壓力,4.1,5.375
T0263,你的反應為何：當下很想向家屬表達出這樣的疾病進程在加護病房其實不少見，很多時候病人的病情都有可能產生極具的變化，而做為醫師我們也無法保證個體之間的差異對於疾病表現的嚴重度會有多大的影響，並且也有事先向家屬解釋病人病人現在因為有一個還未完全診斷的風濕免疫疾病，因此感染的狀況難以預測。,4.25,3.9
T0264,家屬當時表示能理解，但最後還是表示不太能接受。,4.0,4.6
T0265,你的感受為何：有點委屈，感到委屈是因為當時就有向家屬事先告知，病人的狀況好轉，很大的原因是因為用很多的藥物和體外機器進行輔助的結果，病人本身的免疫力還是非常不樂觀，隨時都有可能因為趕不上感染的進程而崩壞。,3.625,4.5
T0266,病人在住院期間發生敗血性休克，經安置中央靜脈導管及連續性靜脈對靜脈血液過濾裝置後，病人的身體狀況看似好轉，各式生化數值也顯示良好，但卻在兩、三天後產生全部血球減少症，而不久後便離開人世，得到這樣得結果讓家屬很不能接受。,3.375,6.125
T0267,病人在約兩個星期前突然呼吸困難約兩天左右，診斷為肺炎造成的急性呼吸衰竭，但不排除病人本身有風濕免疫的疾病造成感染急速惡化。,4.375,5.0
T0268,在針對目前病情做詳細解釋並且鼓勵家屬去了解現在acute onset的問題主要的成因，就能夠讓他們理解並且預估病人大概需要多長的時間來做恢復，以及恢復的進程。,5.9,2.0
T0269,單純就時間點判斷可能是急診出現的轉折點才會下此結論。,5.0,1.875
T0270,當嘗試去理解家屬情緒，可能是因為他們對於病人過去的醫療情形不夠了解加上病人本身可能有失智的情形，他們可能不了解他過去的慢性病史及長期服用止痛藥狀況。,4.25,3.8
T0271,況解急診所做醫療處置如X光或是抽血並沒有會對病人造成立即性傷害的部分，根據檢驗報告雖然無法確切解釋四肢無力的主因，但是顯然對於敗血性休克來說已經有一段的時間的感染才有辦法造成，目前的惡化是長期累積的結果，不能特別歸咎於急診。,4.1,4.4
T0272,當下我認為莫名其妙，因為家屬的說法明顯與病歷紀載有所出入，家屬說病人來急診前僅兩腳無力，但病人實際上過去已有四肢無力情形且腎功能不佳情形可能也跟其長期服用止痛藥相關。,3.75,5.375
T0273,轉入MICU並且需要插管、升壓劑、洗腎等處置，在加護病房會客時間家屬質疑急診是否有醫療疏失，認為病人過去沒有特別的病史或藥物史，不解為何病人會突然這麼嚴重且沒有明顯好轉，並要求轉院。,3.875,3.625
T0274,一位病人長期有肩頸痠痛的問題，並且有高血壓、糖尿病、Hyperlipidemia、Chronic kidney disease stage 2等慢性病，長期在LMD口服及注射NSAID，12/17因generalized weakness and pain來到急診，在急診時意識及Vital signs穩定，但很快變drowsy且四肢僵硬，診斷是有Acute respiratory failure及septic shock的狀況。,4.875,2.375
T0275,另外，可以了解家屬想管灌中藥的成分，也可以請教中醫師意見，做一個跨團隊的會議，來考慮一下介入的時間，不需要直接完全否決，先讓彼此情緒緩和下來，從長計議。,5.6,2.5
T0276,可以嘗試了解家屬的立場，對於家屬來說，得知家人的病況已呈現不可逆時，一定會認為既然西醫已回天乏術，那中藥何不一試，尤其在台灣的習俗信仰，家屬會有管灌中藥的念頭是可以理解的。,4.375,3.5
T0277,希望讓病患家屬理解目前的治療方針，以及討論或許等病況穩定後，再考慮管灌中藥。,5.0,2.125
T0278,我希望跟病患家屬解釋，在病況不穩定的情況下，管灌中藥會造成哪些併發症，而這些併發症會造成病患哪些負面結果。,5.125,3.125
T0279,原因有二，一是中藥的機轉及實證都不夠明確以支持重症病患可以服用中藥，二是病患家屬不可以再病患無意識的情況下用切結書來決定治療方針，當下我認為能決定治療方針應該要有專業判斷以及科學實證，在這件事上面是不適用share decision making strategy。,4.5,2.625
T0280,當下我感到困惑以及認為病患家屬相當不禮貌。,3.75,5.375
T0281,家屬端此時要求是否能管灌中藥，主治醫師表示，以我們專業的判斷，病患目前病況不穩定，因此不適合管灌中藥，兒子訴：「現在病人無法恢復像之前一樣清醒，西醫己經無法治療，目前醫療處都無改善，這也是一條生命，為什麽還不讓我們灌中藥，有什麼事情我們自己負責，只會叫我們放棄急救」，主治醫師解釋：「因為一開始病情不穩定，詢問有無要急救，而不是叫你們不要急救，現在知道你的意願了，我們會積極搶救。」，兒子情緒激動，音量高昂持續質問主治醫師為什麼不能灌中藥，主治醫師也持續向兒子解釋目前病況不適合管灌中藥，兒子無法接受主治醫師的答覆，表示要找尋單位負責人要投訴，主治醫師表示現在加護病房負責醫師是自己，兒子訴：「明天你在不在也不一定」。,3.625,7.625
T0282,73 歲女性，septic shock，後續反覆 pneumonia、ARDS，療程一直在針對感染在控制，但病況一直無法有起色，難以脫離呼吸器，且因血壓一直不足以支持改善神經學之傷害，主治醫師評估後續意識難以恢復且需要討論安寧照護。,4.0,3.25
T0283,醫療上不可能每個病人都照著guideline治療便能順利痊癒，一定會有我們難以掌握的情況發生，自己的家人病情沒有改善勢必會引起家屬的焦慮和不滿，而此時我們不應反駁他們，而是用同理心去理解他們的想法，再表達我們的立場和努力。,5.1,3.5
T0284,而老師當下沒有反駁家屬的任何一句質疑，讓家屬的態度軟化，讓他感受到我們明白他的焦慮，而我們也同等焦急和無奈。,3.625,4.9
T0285,回過頭來想，其實站在家屬的立場，自己的親人在ICU裡靠著呼吸器維生，遲遲無法轉出也不見好轉，家屬肯定會焦慮、上網找各種資料，並且也一定很難接受和理解。,3.125,5.875
T0286,過程中老師都沒有反駁家屬的任何一句質疑，反而是一再地、堅定地向家屬表達我們的努力和用心。,6.75,4.8
T0287,而當時老師耐心地聽完家屬的質疑，爾後非常從容地告訴家屬我們目前所做的所有努力，也強調我們是醫生，盡全力救病人是我們的天職。,5.5,2.875
T0288,我心裡非常焦急，但是我自己卻無能為力，當下確實也不適合我發言。,3.375,4.3
T0289,當下內心裡我非常想要告訴家屬我們團隊在這段時間所做的所有努力，讓家屬知道我們不可能不傾盡全力地救治他。,4.5,3.75
T0290,明明我們已經為患者做了這麼多努力，但患者情況依舊沒有起色已經很令我沮喪，但面對家屬還特別拿法規來質疑我們對待患者的用心及竭盡全力，真的很令人痛心。,3.5,6.25
T0291,面對家屬的連環提問，甚至搬出法規來質疑，我感到錯愕且無力。,3.625,4.625
T0292,家屬認為在ICU照顧了這麼久，為什麼會無法脫離呼吸器、氣切是否會對於患者整體情況有所改善、也提出一些健保法規關於住院天數的疑問，質疑醫師會不會因為規定的63天而將患者趕出ICU，給予草率的治療等等。,3.7,4.5
T0293,由於持續持用呼吸器且狀況沒有改善，我們曾與家屬討論過關於氣切的可能性，家屬雖然同意，但對於醫療端的我們也提出了不少質疑。,4.2,3.5
T0294,入院12天後，由於情況沒有改善，將antibiotics換成Tienam。,4.0,2.0
T0295,然而CRP和臨床症狀沒有好轉，try weaning也沒有成功。,3.0,3.125
T0296,因為血氧難以維持，後來不得不on endo，隨後因為severe pneumonia和respiratory failure進入加護病房照護。,4.0,3.875
T0297,"這是一位48歲男性，過去病史有aortic dissection和severe MR, moderate AR，這次因為喘了兩天以及發燒咳痰來到本院急診。",4.7,2.0
T0298,以上是由疾病的進程以及臨床處置的有效與否來看，然而家屬的情緒壓力也可能混雜了平時家人間的關係，經濟的狀況等等，因此我們或許還可以試圖了解病人的同住家人是誰，以及病人是不是家裡經濟的主要來源，透過著些詢問來去增加彼此的了解與信任。,5.5,3.0
T0299,病人目前處於什麼樣的狀況，又可能往什麼情況進展，也是老師會去給予解釋的部分。,5.0,4.75
T0300,老師也會和家屬解釋針對敗血性休克的問題，醫療端做了什麼處置，讓家屬能夠理解到醫療人員所做的努力。,5.375,3.0
T0301,此外，家屬也很著急地想知道病人有沒有好起來，而老師則說明目前病人的狀況還相當嚴重，不只一個器官的衰竭要處理，先等感染控制，血壓穩定。,3.75,4.5
T0302,老師透過釐清疾病的時序來讓家屬了解到這個事件並非照個X光就導致這麼嚴重的情況。,4.25,2.75
T0303,而感染指數在一開始來急診時便已經到三百多，所以比較不太可能在急診時就立即發生，而是身體已經有發炎感染一陣子。,4.0,4.4
T0304,例如病人本身腎臟已經不好，而又不斷地吃NSAID導致這次的腎衰竭更嚴重，並且要以洗腎來處理。,3.75,3.8
T0305,後來，老師以疾病的進程來解釋，表示病人可能原已經有慢性的問題，而後來一個急性的事件發生後才導致。,4.875,1.875
T0306,當下我的反應是感到氣氛緊張，思考著老師會如何去和家屬解釋。,4.625,5.5
T0307,病人的太太在重症加護病房裡嚷嚷著要轉到長庚醫院，而女兒則試著詢問更多醫療處置上的問題，並也提到自己有認識的人是護理師。,4.875,1.875
T0308,病人一開始為肩頸的疼痛與無力而後到全身無力，在急診照完X光後發生急性呼吸衰竭和敗血性休克，以及腎衰竭的狀況，這個情形讓病人的家屬無法接受。,4.125,5.3
T0309,在查房的時候，發現病人的家屬不斷地質疑“明明一開始好好的，為什麼送進來時變成這樣？”,3.2,5.5
T0310,我認為在此次的場景裡，醫療人員維持專業與理性溝通、不被情緒帶著走適時中斷爭執、等冷靜些再來談論 實在難能對於是否灌藥，我們也許能再多給彼此一些空間理解、尊重與協調，多一些溝通與關懷讓結局更完善。,5.5,3.625
T0311,切結書只在形式上、法律上讓我們站得住腳從與家屬的談天中強烈感受到家人濃濃的關心、不捨與對加入其他療法的渴望此時或許多一個嘗試家屬能免去許多遺憾。,4.4,4.875
T0312,病危的場景每個決定都可能影響甚深甚遠；除了清楚家屬動作的內容目的、理解情緒與告知利弊外在清清楚楚立定切結書的前提下我想我會尊重家屬的選項。,5.4,2.875
T0313,而就醫療端，一天多兩次灌藥，除了改變原本會客時間規定我們對藥物的成分不清楚，灌藥後病情變化、急救可能甚至結束生命，都是風險與賭注。,4.25,3.75
T0314,過去在其他醫院也獲得許可，怎麼現在硬生生被拒絕了呢？,4.125,4.25
T0315,儘管希望渺茫，橫豎都是死，就放手一搏吧。,3.5,5.9
T0316,極盡資源想要幫助奶奶，這初衷是大家共同的，既然西醫最多就是維持病患的一口氣、無力回天，為何不嘗試其他方法呢?,4.0,5.75
T0317,事後回顧卻也不難想像家屬的情緒。,4.375,3.375
T0318,當下醫療端好說歹說，同理病患的焦急與擔憂、苦口婆心解釋病情都沒有辦法改變局勢，也莫可奈何；甚至在兩方各有堅持之下，家屬主動提出轉院至依著其決策的醫院也許不是下策。,3.875,4.3
T0319,醫療處置有其限度在，結果可能無法讓每個人滿意，但對岌岌可危的病人灌食中藥， 後果無從得知。,3.5,5.375
T0320,醫療端尊重病患與家屬的意願、積極到底，並沒有如家屬所言放棄、就這樣看著奶奶走。,5.875,4.75
T0321,聽完家屬這番攻擊意味濃厚的論述甚至破口大罵心中難免不平更有些心寒。,3.25,6.3
T0322,當病情危急、現有治療效果不佳 時，是否能讓家屬嘗試其他民俗療法、中醫治療等是個經常面對的課題；一位年邁的休克病患歷盡千辛萬苦、好不容易才在醫療團隊的細心照顧下，靠著多線升壓劑維持vital sign，家屬卻在此時要求加入中醫療法；主治醫師詳細分析灌食中藥的利弊，但眼看家屬情緒激動的質疑西醫無能為力、懷疑醫療端放棄治療、提高聲調堅決 執行，並以簽屬切結書表示決心 ，氣氛劍拔弩張。,3.5,6.25
T0323,加護病房中，機器與人聲吵雜；在偌大的壓力下，人與人之間便容易產生衝突。,4.0,5.75
T0324,但無論如何，這兩週我過得很充實，也學到很多東西，謝謝老師和學長的照顧！！,7.75,5.0
T0325,目前我還沒有答案，有還沒有很多想法，只覺得繼續多看多思考，MICU是我外放被取消的自選科，兩週後我還會再回來見習，不知道那時的自己會有些什麼想法？,4.625,4.1
T0326,這句話讓我很觸動，也剛好這兩週在MICU見習，看到各式各樣的病人，每個都有著不同的背景與故事，看著老師與學長如何照護他們，並觀察他們的生活，不經思考著這些雖然跟醫學知識不相關，卻是生活的一部份的問題。,5.5,4.6
T0327,"會有這樣的疑惑與想法是因為最近看到我很喜歡的一位歌手在受訪時，她提及，媽媽是他最好的朋友，然後媽媽給他最大的禮物是從小教她，並時時提醒她：“We only live this life once, and it’s our own duty to fight for our own happiness. If we don’t do it, no one will do it for us. ”",6.125,4.625
T0328,在工作了一天，回到家，肚子餓得咕嚕咕嚕叫，但心情很累煩躁，因為還有一堆工作一堆雜事，電話訊息叮咚叮咚響的時候，老師是怎麼撐過，然後當這樣的一天變成慣例跟例行公事時，老師怎麼得到自己的快樂呢？,3.375,5.75
T0329,但最後一天是觸發我最多思考的一天，一早來ICU想說可以review一下要報的病人的狀況，加上有點好奇早晨的ICU是長什麼樣子，因為之前夜間學習時發現晚上的MICU跟白天的MICU的確感覺有不同，所以有點想看看一早的ICU是怎麼樣的狀況與情形，結果一來就發現老師跟學長都在，似乎沒睡覺，然後15床躺著一個病人，看一下病歷，聽一下老師跟學長的討論，才發現他是醫美院長，somehow OHCA進來了，然後再聽到老師跟勝斌學長說，趕快回去休息，身體也很重要，不禁開始思考，在老師跟勝彬學長照護病人的過程中我真的受益良多，因為老師跟勝斌學長，話都不多，但都很有重點，思考很縝密，然後沈穩平靜卻都有自己的威嚴跟底線，富有智慧卻不讓人覺得張揚或壓迫，因此讓我很尊敬，也期續自己未來也能成為這樣的醫師，然後老師和學長都是屬於認真討論之餘，也會開玩笑，讓人不禁笑出來的人，這樣溫柔的守護者，守護著病人，然後其餘的時間都用自己的智慧去幫大家解決問題（看診幫病人解決問題，開會用病歷系統，去巨蛋指揮疫苗施打等等等），那守護者由誰來守護呢？,7.25,5.75
T0330,我很喜歡守護這兩個字，這兩個字一直是我在老師跟勝彬學長身上感受到的感覺，其實那天中午在跟老師說掰掰之後，還有在樓梯口聽到老師繼續在電話中跟其他醫師討論鄭軍人的病情的聲音，那時我覺得很尊敬，也更意識到以後自己的職業到底是什麼角色。,6.875,4.25
T0331,看老師在照顧27歲的鄭軍人時，是我最感到被觸動的時候，那時老師跟神內的醫師通電話，電話那端的醫師提到要再跟照護他的醫師說他的頭部CT報告有改，老師說就是自己時，那端的醫師笑著說原來是你在守護著他，那時的我最被觸碰。,7.5,4.875
T0332,"只是在此之餘，也有點好奇，是什麼讓老師和學長能在長期睡眠時間嚴重不足，肚子餓得咕嚕咕嚕叫的時候還能grounding,保持沈穩，然後腦袋還能接收的到訊息跟運轉的？",4.375,4.75
T0333,"這兩週，看著勝斌學長跟家屬病解、處理病人的complaint,打病歷，有條不紊、沈穩地將一件一件事情完成，就覺得很佩服，覺得老師跟勝斌學長都有一樣讓人感覺到沈穩的氣質。",6.0,4.25
T0334,這兩週在MICU東看看西看看的感想，大概就是開始思考甚麼對自己是最重要的。,4.9,3.75
T0335,同理心很重要，而醫師在病患末期預後很差之時，能夠知會家屬，讓他們有心理準備去面對這樣的結果，這樣也可以增進醫病關係，減少醫療糾紛。,4.75,2.25
T0336,雖然在ICU人來來去去，終究還是要給病人一點尊嚴的離世，也體貼家屬的隱私和情緒。,4.125,3.7
T0337,宣死之後，護理師很貼心的把門關上，給病人親屬一點自己的空間，和病人最後一面告別，我覺得這是非常正確的。,6.125,3.8
T0338,我們在病房與病房之間流轉，可能在我們耳裡只是主治醫師的一句：預後很差，應該快不行了。,3.25,4.8
T0339,柯文哲曾說：醫生是生命花園的園丁，但不能改變春夏秋冬，只是讓花草在四季之間開的燦爛一些。,6.25,4.0
T0340,儘管我們醫護人員已經盡力做了我們能做的，但終究無法逆轉生老病死。,3.8,3.8
T0341,病人死亡可能是我未來會不斷遭遇的事情，但不知道什麼時候會習慣？,3.2,4.625
T0342,一直到那時候，才了解，他們其實沒有那麼堅強，頓時心揪了一下。,3.5,4.5
T0343,兩天後上午在病人的隔壁床查房時，突然傳來一陣哭嚎，「我不要，你不要走！」，我才驚覺，病人過世了。,3.125,6.6
T0344,自己身為一位女兒，很難想像在青春期就要經歷喪父之痛，是多難過的事情。,2.875,5.25
T0345,心中默默幫病人祈禱希望他可以撐久一點。,5.75,4.3
T0346,跟著老師會客時，看著病人尚年輕的太太，以及仍在讀國中的小孩，一臉憂慮的樣子，但還算鎮定地和醫師討論病情，心中覺得他們真的很堅強，也不禁感到惋惜，這麼年輕的一位爸爸，還看不到女兒畢業結婚生子，人生就要結束，黯然離席。,3.625,5.7
T0347,"一位44歲男性病患因為得到血癌(MDS: myelodysplastic syndrome)，呼吸衰竭住進icu, 病人狀況很差，呼吸喘到四十幾下，病人家屬主張讓病人舒服為主，不壓不電，仍在猶豫要不要插管，但隔天狀況急轉直下，插完管沒多久就過世。",3.5,4.5
